股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,成交量,成交额(万元)
605555,德昌股份,2026-06-05,16.5700,16.6000,15.9500,16.2500,109249,17752.96
605566,福莱蒽特,2026-06-05,39.6600,43.0700,39.1100,43.0100,111564,47983.68
605567,春雪食品,2026-06-05,9.1600,9.4200,8.9500,9.3000,50697,4714.82
605577,龙版传媒,2026-06-05,10.0300,10.2500,9.9500,10.1400,32618,3307.47
605580,恒盛能源,2026-06-05,28.4200,28.4900,25.6600,26.1600,227270,59453.83
605588,冠石科技,2026-06-05,52.2600,54.2000,50.6200,52.7100,22367,11789.65
605589,圣泉集团,2026-06-05,53.4500,54.2000,50.0500,52.7000,518331,273160.44
605598,上海港湾,2026-06-05,41.9700,42.5400,39.4100,41.4500,90381,37462.92
605599,菜百股份,2026-06-05,15.5600,15.7800,15.4900,15.5300,42604,6616.40
688001,华兴源创,2026-06-05,73.6900,73.8800,68.9700,69.4000,13308263,9235934.52
688002,睿创微纳,2026-06-05,122.9300,125.3600,118.8100,120.8000,9572909,11564074.07
688003,XD天准科,2026-06-05,105.6300,110.0100,102.8800,105.0000,7222884,7584028.20
688004,博汇科技,2026-06-05,20.6600,20.7900,19.7000,20.4100,1681200,343132.92
688005,容百科技,2026-06-05,32.8000,33.4800,31.8200,32.4600,27708041,8994030.11
688006,杭可科技,2026-06-05,33.3100,33.3500,30.2000,31.6600,28101196,8896838.65
688007,光峰科技,2026-06-05,13.6500,14.1800,13.1800,13.7900,6903019,951926.32
688008,澜起科技,2026-06-05,249.9800,254.5600,237.6100,239.3900,69240758,165755450.58
688009,中国通号,2026-06-05,4.9600,5.1100,4.9400,5.0200,46390194,2328787.74
688010,福光股份,2026-06-05,35.3300,38.2000,34.7300,36.6500,6092170,2232780.31
688011,新光光电,2026-06-05,57.5800,59.3800,57.0500,58.2000,1581218,920268.88
688012,中微公司,2026-06-05,281.7400,287.6500,274.5400,276.0000,21973317,60646354.92
688013,天臣医疗,2026-06-05,28.2000,28.7000,27.6100,28.3700,931674,264315.91
688015,交控科技,2026-06-05,17.2500,17.8500,16.9300,17.5600,1486831,261087.52
688016,XD心脉医,2026-06-05,99.2600,99.2900,98.1100,98.6000,1098200,1082825.20
688017,绿的谐波,2026-06-05,322.7800,393.0000,314.9000,393.0000,22393759,88007472.87
688018,DR乐鑫科,2026-06-05,118.5000,123.6900,117.0700,120.2500,5939534,7142289.64
688019,安集科技,2026-06-05,278.6000,288.2800,271.5000,273.0000,5642556,15404177.88
688020,方邦股份,2026-06-05,142.4300,145.7700,137.2800,137.6800,2920302,4020671.79
688021,奥福科技,2026-06-05,22.9600,23.8000,22.1000,23.3100,2070766,482695.55
688022,ST瀚川,2026-06-05,8.6800,9.1000,8.6800,8.9400,3203959,286433.93
688023,安恒信息,2026-06-05,39.5200,40.3400,38.6100,40.0000,1963861,785544.40
688025,杰普特,2026-06-05,392.0000,404.6600,370.0000,374.0000,4268581,15964492.94
688026,洁特生物,2026-06-05,13.1900,13.6500,12.9500,13.4100,1431041,191902.60
688027,国盾量子,2026-06-05,550.0500,555.6500,539.0000,542.2000,2108382,11431647.20
688028,沃尔德,2026-06-05,131.0000,131.5500,113.8000,117.3200,8865425,10400916.61
688029,南微医学,2026-06-05,73.4800,75.0600,72.4000,73.4000,1438070,1055543.38
688030,山石网科,2026-06-05,17.1500,17.2800,16.2600,16.4000,5861343,961260.25
688031,星环科技,2026-06-05,148.6300,150.0000,133.7900,134.4400,18966743,25498889.29
688032,禾迈股份,2026-06-05,92.4000,93.5900,89.8200,92.5000,1358108,1256249.90
688033,*ST天宜,2026-06-05,7.3500,7.3800,7.1300,7.2300,6887752,497984.47
688035,德邦科技,2026-06-05,76.1500,79.9900,74.5100,77.5500,6515924,5053099.06
688036,传音控股,2026-06-05,59.7400,61.6500,58.2200,60.6000,12310093,7459916.36
688037,芯源微,2026-06-05,257.2800,258.0000,243.7000,247.1900,6234707,15411572.23
688038,中科通达,2026-06-05,18.5200,18.5400,17.7100,18.0300,2339550,421820.87
688039,当虹科技,2026-06-05,42.0000,43.1000,40.9100,42.1000,2670486,1124274.61
688041,海光信息,2026-06-05,280.0000,283.6200,272.9200,274.0600,33220727,91044724.42
688045,必易微,2026-06-05,66.0000,71.3700,64.6400,68.4500,2979015,2039135.77
688046,药康生物,2026-06-05,17.3900,17.8000,17.3400,17.6300,4023700,709378.31
688047,龙芯中科,2026-06-05,138.1500,140.8800,135.5800,136.0800,7287281,9916531.98
688048,长光华芯,2026-06-05,380.0000,412.0000,368.5300,368.6100,15266532,56273963.61
688049,炬芯科技,2026-06-05,42.6000,43.7200,41.6000,42.4100,5764570,2444754.14
688050,爱博医疗,2026-06-05,41.4100,42.3100,41.1000,41.4300,1806737,748531.14
688051,佳华科技,2026-06-05,30.7400,31.3800,29.8800,30.7500,2000231,615071.03
688052,纳芯微,2026-06-05,242.1500,247.7700,230.0000,234.4900,4121271,9663968.37
688053,ST思科瑞,2026-06-05,37.5700,39.4000,37.0000,38.6200,1080478,417280.60
688055,龙腾光电,2026-06-05,5.1800,5.5000,5.0600,5.2000,57964724,3014165.65
688056,莱伯泰科,2026-06-05,40.6700,48.1600,40.6700,48.1600,6627700,3191900.32
688057,金达莱,2026-06-05,14.2000,14.6200,13.6300,13.9900,5316006,743709.24
688058,宝兰德,2026-06-05,24.0000,24.8200,23.3700,24.3000,1207956,293533.31
688059,华锐精密,2026-06-05,156.1000,169.6000,153.7500,165.4800,6105924,10104083.04
688060,云涌科技,2026-06-05,38.0000,38.9800,37.0200,38.0000,334341,127049.58
688061,灿瑞科技,2026-06-05,36.5100,37.1200,35.3500,36.2500,1142986,414332.43
688062,迈威生物,2026-06-05,27.2700,27.4700,26.4000,26.6000,8286228,2204136.65
688063,派能科技,2026-06-05,59.5500,60.4000,57.0000,58.8200,9816173,5773872.96
688065,凯赛生物,2026-06-05,43.9600,45.7000,43.4100,44.7100,8824022,3945220.24
688066,*ST航图,2026-06-05,13.8000,13.8900,13.0700,13.2800,8174699,1085600.03
688067,爱威科技,2026-06-05,23.1900,23.9500,22.5100,23.5500,1184183,278875.10
688068,热景生物,2026-06-05,86.4900,86.4900,81.0000,81.5000,1919203,1564150.45
688069,德林海,2026-06-05,50.0000,52.7700,49.0000,50.5800,3876934,1960953.22
688070,纵横股份,2026-06-05,40.8500,42.0000,39.0600,40.6200,2110491,857281.44
688071,华依科技,2026-06-05,34.1400,35.1600,32.2500,33.9700,3049752,1036000.75
688072,拓荆科技,2026-06-05,601.9800,616.4400,579.0000,582.3000,8828060,51405793.38
688073,毕得医药,2026-06-05,48.4500,49.9000,47.6600,47.8900,977277,468017.96
688075,安旭生物,2026-06-05,32.6600,33.1000,32.1500,32.9000,281401,92580.93
688076,ST诺泰,2026-06-05,29.2900,29.2900,28.6800,28.9200,1630751,471613.19
688077,大地熊,2026-06-05,26.9800,29.1900,26.4100,28.2000,4081562,1151000.48
688078,龙软科技,2026-06-05,22.6100,23.6900,22.0200,23.3200,892492,208129.13
688079,美迪凯,2026-06-05,31.9800,33.7000,30.6200,31.1000,49345588,15346477.87
688080,映翰通,2026-06-05,40.2800,41.8700,39.7100,40.8000,1694856,691501.25
688081,兴图新科,2026-06-05,51.5400,52.3600,50.5600,51.4300,1169980,601720.71
688082,盛美上海,2026-06-05,259.6800,266.0000,248.6000,251.0000,7861303,19731870.53
688083,中望软件,2026-06-05,53.8200,56.8000,53.5500,55.5900,3912353,2174877.03
688084,晶品特装,2026-06-05,50.3000,52.1500,48.6600,50.7200,2011877,1020424.01
688085,三友医疗,2026-06-05,14.0000,14.5000,13.7100,14.1500,4430024,626848.40
688087,英科再生,2026-06-05,37.8300,37.8300,36.2200,37.0000,1880953,695952.61
688088,虹软科技,2026-06-05,37.2000,38.3000,36.2300,37.4100,7001085,2619105.90
688089,嘉必优,2026-06-05,12.5900,12.8600,12.2000,12.6600,2548386,322625.67
688090,瑞松科技,2026-06-05,106.7900,111.6600,106.0000,109.9900,7526105,8277962.89
688091,上海谊众,2026-06-05,43.1200,43.9900,41.8800,42.5800,3999551,1703008.82
688092,爱科科技,2026-06-05,26.7300,27.4500,26.1600,27.2500,1054418,287328.91
688093,世华科技,2026-06-05,28.6000,30.7600,27.2700,29.4000,5990518,1761212.29
688095,福昕软件,2026-06-05,71.6800,73.2000,70.0100,71.1700,2532812,1802602.30
688096,京源环保,2026-06-05,12.5500,13.2000,12.3800,12.8800,9307131,1198758.47
688097,博众精工,2026-06-05,71.5000,72.1900,67.8900,69.0200,14905328,10287657.39
688098,申联生物,2026-06-05,7.5400,7.6400,7.3700,7.5300,1893713,142596.59
688099,晶晨股份,2026-06-05,97.9700,98.8700,95.0000,95.8800,13425013,12871902.46
688100,威胜信息,2026-06-05,34.1900,34.6600,32.9200,33.7100,3281879,1106321.41
688101,三达膜,2026-06-05,17.2300,18.0400,16.7600,17.6800,5628120,995051.62
688102,斯瑞新材,2026-06-05,36.9900,38.3900,35.8800,37.5900,25437224,9561852.50
688103,国力电子,2026-06-05,61.9500,63.8600,59.8100,62.0000,2261364,1402045.68
688105,诺唯赞,2026-06-05,13.4600,13.5900,13.2200,13.4000,2524508,338284.07
688106,金宏气体,2026-06-05,27.5500,28.2000,26.9000,27.0300,32530355,8792954.96
688107,安路科技,2026-06-05,43.5000,44.3900,41.9800,42.2700,11266275,4762254.44
688108,赛诺医疗,2026-06-05,20.4800,20.6500,19.4300,19.5000,17311160,3375676.20
688109,品茗科技,2026-06-05,86.1000,90.2100,85.1500,86.7600,1973491,1712200.79
688110,东芯股份,2026-06-05,128.5500,131.1200,125.3000,126.0000,16503032,20793820.32
688111,金山办公,2026-06-05,237.7300,241.6600,233.8000,234.2500,6734850,15776386.13
688112,鼎阳科技,2026-06-05,70.8900,76.1000,68.5100,71.1600,5165149,3675520.03
688113,联测科技,2026-06-05,38.8000,41.2900,38.1800,40.2200,1203029,483858.26
688114,华大智造,2026-06-05,49.7000,54.1800,49.4000,49.6000,8368800,4150924.80
688115,思林杰,2026-06-05,56.3300,59.9000,53.8100,56.2000,3009135,1691133.87
688116,天奈科技,2026-06-05,38.6000,40.1000,36.8900,39.2800,14220321,5585742.09
688117,DR圣诺生,2026-06-05,23.3900,23.7800,22.8700,23.0400,1717407,395690.57
688118,普元信息,2026-06-05,23.0100,23.3600,22.1700,23.0800,3123661,720940.96
688119,中钢洛耐,2026-06-05,4.4700,4.5800,4.3600,4.5200,11758872,531501.01
688120,华海清科,2026-06-05,251.0000,257.9600,245.0000,248.0000,8161504,20240529.92
688122,西部超导,2026-06-05,63.5000,63.6800,60.6800,60.6900,17316610,10509450.61
688123,聚辰股份,2026-06-05,132.0000,134.8600,128.6000,129.5800,9441064,12233730.73
688125,安达智能,2026-06-05,180.1000,194.4400,168.0000,188.1700,648860,1220959.86
688126,沪硅产业,2026-06-05,28.3600,29.6500,27.7100,28.4900,175719913,50062603.21
688127,蓝特光学,2026-06-05,84.0000,87.3400,82.9800,83.7600,11116357,9311060.62
688128,中国电研,2026-06-05,27.5300,27.9600,27.0100,27.2900,7188059,1961621.30
688129,东来技术,2026-06-05,25.8400,26.1500,24.8800,25.5300,1234076,315059.60
688130,晶华微,2026-06-05,24.8100,24.9400,23.4100,24.3500,2093065,509661.33
688131,皓元医药,2026-06-05,77.0200,77.8600,73.9000,75.0000,4970947,3728210.25
688132,邦彦技术,2026-06-05,14.1700,14.4500,13.6400,14.2300,1729479,246104.86
688133,泰坦科技,2026-06-05,20.0800,20.8100,19.2300,20.3700,5997139,1221617.21
688135,利扬芯片,2026-06-05,35.7000,36.5300,34.6300,35.5100,10080839,3579705.93
688136,科兴制药,2026-06-05,19.7700,20.1000,19.3700,19.6500,2940928,577892.35
688137,近岸蛋白,2026-06-05,39.1900,40.1500,38.3700,39.3000,798136,313667.45
688138,清溢光电,2026-06-05,31.0000,33.1900,30.2100,31.9500,9093115,2905250.24
688139,海尔生物,2026-06-05,29.5600,30.4200,29.2000,29.8200,3018433,900096.72
688141,杰华特,2026-06-05,96.1600,98.0000,91.6200,92.3900,13891250,12834125.88
688143,长盈通,2026-06-05,176.0000,186.9600,171.0100,176.8000,7116936,12582742.85
688146,中船特气,2026-06-05,229.0000,243.0300,219.1400,231.1100,25462585,58846580.19
688147,微导纳米,2026-06-05,87.0800,89.2900,83.2100,84.5000,10330864,8729580.08
688148,芳源股份,2026-06-05,8.0000,8.4100,7.7500,8.1700,19772965,1615451.24
688150,莱特光电,2026-06-05,51.8400,54.2800,49.5800,49.8300,17471063,8705830.69
688151,华强科技,2026-06-05,16.9900,17.1000,16.6200,16.8400,1039657,175078.24
688152,麒麟信安,2026-06-05,31.3700,32.0000,30.5100,31.2600,1477019,461716.14
688153,唯捷创芯,2026-06-05,28.6200,29.9500,28.0600,29.2100,6868688,2006343.76
688155,先惠技术,2026-06-05,80.9900,83.1100,77.6100,80.5300,3054319,2459643.09
688156,路德科技,2026-06-05,25.3700,25.3700,24.1100,24.7200,3322692,821369.46
688157,松井股份,2026-06-05,27.8000,28.6500,26.9000,28.0400,2121981,595003.47
688158,优刻得,2026-06-05,38.4800,38.4900,36.8000,37.2800,25487178,9501619.96
688159,有方科技,2026-06-05,45.0800,46.8000,43.7000,45.3700,4419118,2004953.84
688160,步科股份,2026-06-05,109.0000,126.0000,104.5100,122.0000,5989472,7307155.84
688161,威高骨科,2026-06-05,23.9300,24.3000,23.7800,24.1100,832089,200616.66
688162,巨一科技,2026-06-05,27.4500,28.9100,26.6000,28.1800,2376332,669650.36
688163,赛伦生物,2026-06-05,36.4900,37.1200,35.5500,36.5200,1347595,492141.69
688165,埃夫特,2026-06-05,18.9200,21.0700,17.7200,20.4200,27714700,5659341.74
688166,博瑞医药,2026-06-05,48.3000,48.8000,45.8600,47.3000,9483209,4485557.86
688167,炬光科技,2026-06-05,443.9900,472.5000,440.5200,445.8500,4710513,21001822.21
688168,安博通,2026-06-05,57.3200,58.7600,55.2000,55.7300,1905972,1062198.20
688169,石头科技,2026-06-05,104.2100,110.9800,102.6800,108.6800,8735901,9494177.21
688170,德龙激光,2026-06-05,73.0000,83.2200,72.0100,80.1500,11361536,9106271.10
688171,纬德信息,2026-06-05,50.3500,51.4200,48.5000,49.6700,1579913,784742.79
688172,燕东微,2026-06-05,68.5500,72.7400,67.7600,68.4900,18880378,12931170.89
688173,希荻微,2026-06-05,15.7500,16.2400,15.2500,15.6900,11966645,1877566.60
688175,高凌信息,2026-06-05,34.5400,36.8000,33.6300,35.6300,2418941,861868.68
688176,亚虹医药,2026-06-05,10.3500,10.5300,10.2000,10.4000,7389984,768558.34
688177,百奥泰,2026-06-05,17.6100,17.6900,17.2000,17.4300,3191491,556276.88
688178,万德斯,2026-06-05,37.7000,41.6000,37.7000,39.0400,4103903,1602163.73
688179,阿拉丁,2026-06-05,21.7000,23.1500,21.0000,22.0500,14995675,3306546.34
688180,君实生物,2026-06-05,31.4800,31.6000,30.0600,30.1200,14331073,4316519.19
688181,XD八亿时,2026-06-05,38.9100,41.4900,37.1900,40.2000,10796994,4340391.59
688182,灿勤科技,2026-06-05,34.8200,36.6600,34.2300,35.1500,10925771,3840408.51
688183,XD生益电,2026-06-05,124.3800,125.3800,116.4500,117.8500,28647063,33760563.75
688184,ST帕瓦,2026-06-05,12.3800,12.4000,11.9800,12.1400,1184900,143846.86
688185,康希诺,2026-06-05,52.9800,53.6000,51.9700,52.1600,1471823,767702.88
688186,广大特材,2026-06-05,19.1000,19.4200,18.2800,18.8000,7139608,1342246.30
688187,时代电气,2026-06-05,57.5400,57.6300,53.5900,55.4000,18405760,10196791.04
688188,柏楚电子,2026-06-05,153.0100,161.5000,149.5900,157.1300,3985482,6262387.87
688189,南新制药,2026-06-05,7.6300,7.9100,7.5000,7.7400,8535750,660667.05
688190,云路股份,2026-06-05,107.0100,109.3500,101.0000,104.8000,3012922,3157542.26
688191,智洋创新,2026-06-05,51.2700,52.1300,49.0100,51.1000,5106248,2609292.73
688192,迪哲医药,2026-06-05,41.2000,41.8000,39.3800,39.4900,5966467,2356157.82
688193,仁度生物,2026-06-05,47.7800,48.7300,47.0200,48.3500,569102,275160.82
688195,腾景科技,2026-06-05,231.0000,252.0000,231.0000,241.8000,12084211,29219622.20
688196,卓越新能,2026-06-05,41.7000,41.7800,39.9700,41.0000,1241735,509111.35
688197,首药控股,2026-06-05,33.5800,33.8200,32.9400,33.1700,1060078,351627.87
688198,佰仁医疗,2026-06-05,81.0000,81.4700,79.7600,80.1900,348482,279447.72
688199,久日新材,2026-06-05,26.4000,28.2500,25.5500,27.4800,8503965,2336889.58
688200,华峰测控,2026-06-05,433.0000,443.0000,420.0000,427.9200,3351659,14342419.19
688201,ST信安,2026-06-05,8.0700,8.1100,7.9500,7.9500,3067635,243876.98
688202,美迪西,2026-06-05,56.1800,56.9200,53.9600,54.7500,3579823,1959953.09
688203,海正生材,2026-06-05,11.2800,11.8700,10.9800,11.5600,4073058,470845.50
688205,德科立,2026-06-05,229.5000,242.9000,225.0000,226.7000,9780483,22172354.96
688206,概伦电子,2026-06-05,38.6100,40.4500,37.8700,38.7700,10601736,4110293.05
688207,格灵深瞳,2026-06-05,14.4800,14.8500,13.9500,14.5300,10491450,1524407.69
688208,道通科技,2026-06-05,30.0300,30.2000,28.7100,29.1000,13740862,3998590.84
688209,英集芯,2026-06-05,21.4200,21.8700,20.6000,21.2200,9838194,2087664.77
688210,统联精密,2026-06-05,46.4500,47.9800,44.8300,45.2000,5420018,2449848.14
688211,中科微至,2026-06-05,32.3300,33.4400,31.5000,33.0300,1306562,431557.43
688212,澳华内镜,2026-06-05,29.1000,30.4800,28.6600,29.8000,3028639,902534.42
688213,思特威,2026-06-05,99.0000,99.0700,94.7500,95.3500,10307828,9828514.00
688215,瑞晟智能,2026-06-05,67.8500,68.4600,65.6000,67.4400,758327,511415.73
688216,气派科技,2026-06-05,32.6000,32.7500,30.9400,31.5500,3547136,1119121.41
688217,睿昂基因,2026-06-05,23.8900,24.7300,23.2000,24.1300,903896,218110.10
688218,江苏北人,2026-06-05,40.0000,45.0000,40.0000,43.7200,6117223,2674449.90
688219,会通股份,2026-06-05,10.8900,11.4100,10.5000,11.1800,8808646,984806.62
688220,翱捷科技,2026-06-05,101.5000,104.5600,99.7000,100.2000,9040784,9058865.57
688221,前沿生物,2026-06-05,19.3000,19.3900,18.6000,18.8000,8974926,1687286.09
688222,成都先导,2026-06-05,26.9700,27.9100,26.8000,26.9100,13487005,3629353.05
688223,晶科能源,2026-06-05,5.5900,5.6000,5.2600,5.3800,132906243,7150355.87
688225,亚信安全,2026-06-05,14.0300,14.2900,13.6800,14.0100,4219484,591149.71
688226,威腾电气,2026-06-05,48.0300,50.2700,47.1700,47.5000,8455947,4016574.83
688227,品高股份,2026-06-05,85.4900,85.5500,82.5900,84.2200,4220548,3554545.53
688228,开普云,2026-06-05,87.0000,88.8000,85.5100,86.5000,1466914,1268880.61
688229,博睿数据,2026-06-05,94.0000,96.0000,91.0000,92.0000,1917650,1764238.00
688230,芯导科技,2026-06-05,64.1800,64.6500,62.2000,63.3400,1232909,780924.56
688231,隆达股份,2026-06-05,44.7500,44.7700,43.3300,43.6800,4762709,2080351.29
688232,新点软件,2026-06-05,19.2700,19.6400,18.9600,19.2600,2206055,424886.19
688233,神工股份,2026-06-05,86.7300,92.2500,84.7000,87.3000,7814969,6822467.94
688234,天岳先进,2026-06-05,137.6200,138.9700,129.9400,130.9300,16464618,21557124.35
688235,百济神州,2026-06-05,226.9900,228.8800,219.6900,220.1800,3287048,7237422.29
688236,春立医疗,2026-06-05,15.5100,15.7900,15.3400,15.5900,1155265,180105.81
688237,超卓航科,2026-06-05,46.7800,47.6700,46.0800,47.2400,1042792,492614.94
688238,和元生物,2026-06-05,5.8900,5.9900,5.7500,5.8000,7817856,453435.65
688239,航宇科技,2026-06-05,58.0000,58.2700,56.1900,57.0000,5129052,2923559.64
688244,永信至诚,2026-06-05,16.2900,16.6800,15.7700,16.5500,1814681,300329.71
688246,嘉和美康,2026-06-05,20.2100,23.7700,20.1400,22.9400,9515756,2182914.43
688247,宣泰医药,2026-06-05,8.0000,8.1700,7.9500,8.0600,1438519,115944.63
688248,南网科技,2026-06-05,51.0000,52.0000,49.9000,50.4100,4658510,2348354.89
688249,晶合集成,2026-06-05,41.6000,41.6600,39.9800,40.4400,37882158,15319544.70
688251,井松智能,2026-06-05,24.8500,25.3300,23.8900,24.8500,2336232,580553.65
688252,天德钰,2026-06-05,20.5700,21.0000,19.7000,20.4500,7661232,1566721.94
688253,英诺特,2026-06-05,57.3900,57.9500,55.8300,57.6000,1650328,950588.93
688255,凯尔达,2026-06-05,30.2400,32.6800,28.9200,31.7000,4585851,1453714.77
688256,寒武纪,2026-06-05,1342.0000,1407.7700,1287.3400,1299.2000,11635451,151167779.39
688257,新锐股份,2026-06-05,111.0000,111.5200,103.5000,104.4300,14007457,14627987.35
688258,卓易信息,2026-06-05,132.3300,133.1700,126.4000,126.4000,5001339,6321692.50
688259,创耀科技,2026-06-05,35.7200,37.5600,34.7900,36.8800,3292990,1214454.71
688260,昀冢科技,2026-06-05,95.4900,96.0000,88.8300,88.8400,6712217,5963133.58
688261,东微半导,2026-06-05,87.0000,87.0000,80.2000,80.6000,8761527,7061790.76
688262,国芯科技,2026-06-05,36.3900,37.0300,34.8000,35.7700,13327286,4767170.20
688265,南模生物,2026-06-05,33.2500,33.8500,32.5300,33.3200,502277,167358.70
688266,泽璟制药,2026-06-05,90.7200,92.4500,88.9600,90.6700,3333075,3022099.10
688267,中触媒,2026-06-05,31.7100,31.7100,30.3300,30.6400,2485654,761604.39
688268,华特气体,2026-06-05,195.1800,208.0000,194.0600,196.7000,13911471,27363863.46
688269,凯立新材,2026-06-05,34.9200,35.1900,33.5400,34.4900,1604780,553488.62
688270,ST臻镭,2026-06-05,109.9500,116.5800,106.5800,114.0000,10047274,11453892.36
688271,联影医疗,2026-06-05,112.0000,113.3000,110.2900,112.9800,6063053,6850037.28
688272,富吉瑞,2026-06-05,33.9600,35.4000,32.6700,34.6400,1484510,514234.26
688273,麦澜德,2026-06-05,42.6900,44.8700,41.5600,42.5400,4077433,1734540.00
688275,万润新能,2026-06-05,128.7400,129.6500,122.3000,123.5000,4290973,5299351.66
688276,百克生物,2026-06-05,14.7800,15.0400,14.7100,14.9200,2129528,317725.58
688277,天智航,2026-06-05,16.8300,17.1900,16.4600,16.6600,7635232,1272029.65
688278,特宝生物,2026-06-05,54.0900,55.0900,53.0500,54.9900,2619026,1440202.40
688279,XD峰岹科,2026-06-05,206.6300,222.8800,204.1300,212.0000,1795704,3806892.48
688280,精进电动,2026-06-05,5.6300,5.7600,5.4400,5.6700,16242313,920939.15
688281,华秦科技,2026-06-05,50.0000,51.3600,48.9100,49.8700,4331684,2160210.81
688282,理工导航,2026-06-05,72.6600,76.2500,71.6100,75.0000,1477883,1108412.25
688283,坤恒顺维,2026-06-05,37.0000,38.1900,35.6700,37.4200,1986804,743462.06
688285,高铁电气,2026-06-05,7.7500,7.9600,7.5800,7.9000,3347917,264485.44
688286,敏芯股份,2026-06-05,60.5000,67.4400,57.0000,64.0000,3506060,2243878.40
688287,退市观典,2026-06-05,0.3400,0.3600,0.3400,0.3500,13574922,47512.23
688288,鸿泉技术,2026-06-05,20.5800,21.2200,20.2100,20.9600,1619146,339373.00
688289,圣湘生物,2026-06-05,15.4500,15.5900,15.3300,15.4000,3215535,495192.39
688290,景业智能,2026-06-05,58.3400,61.6500,56.3600,59.8000,1681230,1005375.54
688291,金橙子,2026-06-05,48.0000,50.4800,47.4100,49.1600,2518597,1238142.29
688292,浩瀚深度,2026-06-05,21.5600,22.3200,20.7100,21.7400,3765660,818654.48
688293,奥浦迈,2026-06-05,38.6000,39.1600,37.2100,37.4500,1848202,692151.65
688295,中复神鹰,2026-06-05,49.0100,52.4000,47.9800,50.2200,14389393,7226353.16
688296,和达科技,2026-06-05,14.2600,14.6500,13.6000,14.3800,2056544,295731.03
688297,中无人机,2026-06-05,44.0000,44.7800,43.4000,44.0400,6833899,3009649.12
688298,东方生物,2026-06-05,20.2700,20.3800,19.8400,20.2600,1248698,252986.21
688299,长阳科技,2026-06-05,15.8500,16.6100,15.1500,16.0400,12451070,1997151.63
688300,联瑞新材,2026-06-05,161.7300,163.6900,153.6000,157.2100,11252006,17689278.63
688301,奕瑞科技,2026-06-05,182.0000,183.0000,170.9100,173.2500,10666119,18479051.17
688302,海创药业,2026-06-05,38.2500,39.1200,37.5100,37.7100,889351,335374.26
688303,大全能源,2026-06-05,22.1900,22.3800,20.3100,20.4100,53662008,10952415.83
688305,科德数控,2026-06-05,61.1200,64.6700,58.0100,63.0000,5621930,3541815.90
688306,均普智能,2026-06-05,8.9000,9.6000,8.2900,9.2500,27164898,2512753.07
688307,中润光学,2026-06-05,68.6100,71.5800,67.1200,67.6300,5692083,3849555.73
688308,欧科亿,2026-06-05,155.0000,163.7800,148.2300,151.8300,10632838,16143837.94
688309,恒誉环保,2026-06-05,64.3600,65.7200,62.5000,63.4400,1222828,775762.08
688310,迈得医疗,2026-06-05,17.4800,19.3000,17.2200,18.8600,8338976,1572730.87
688311,盟升电子,2026-06-05,28.3900,29.4800,28.2100,28.8400,5603689,1616103.91
688312,燕麦科技,2026-06-05,83.2000,85.5000,80.7200,81.3000,5647482,4591402.87
688313,仕佳光子,2026-06-05,162.0000,174.5900,154.0000,156.7900,34206743,53632752.35
688314,康拓医疗,2026-06-05,42.4900,44.5000,39.8800,41.2900,3591184,1482799.87
688315,诺禾致源,2026-06-05,13.3600,13.6800,13.2800,13.4900,2204313,297361.82
688316,青云科技,2026-06-05,60.1900,62.4900,59.0100,60.9500,2499181,1523250.82
688317,之江生物,2026-06-05,18.1200,18.5800,18.0600,18.1800,3220661,585516.17
688318,DR财富趋,2026-06-05,84.0000,85.2400,81.2200,82.7000,4627644,3827061.59
688319,欧林生物,2026-06-05,31.4500,36.3900,30.7100,34.2900,17807578,6106218.50
688320,禾川科技,2026-06-05,37.2600,39.8300,35.6200,38.5500,7323755,2823307.55
688321,微芯生物,2026-06-05,25.8700,26.0500,25.4200,25.5500,7122320,1819752.76
688322,奥比中光,2026-06-05,117.0000,133.2800,110.2000,126.0600,35817018,45150932.89
688323,瑞华泰,2026-06-05,30.1900,30.7600,28.8200,29.7100,11373633,3379106.36
688325,XD赛微微,2026-06-05,117.8100,127.9800,115.1000,124.7400,2984500,3722865.30
688326,经纬恒润,2026-06-05,79.8800,81.5000,76.7800,78.9300,1967590,1553018.79
688327,云从科技,2026-06-05,12.8400,13.0700,12.2800,12.5800,32332945,4067484.48
688328,深科达,2026-06-05,70.1100,72.4400,68.2000,69.1200,6013373,4156443.42
688329,艾隆科技,2026-06-05,22.4100,23.1500,21.5300,22.8300,1571632,358803.59
688330,宏力达,2026-06-05,36.0600,36.6900,35.4000,35.7100,1446994,516721.56
688331,荣昌生物,2026-06-05,108.9900,110.0000,101.1500,101.5000,10523460,10681311.90
688332,中科蓝讯,2026-06-05,89.0000,90.1300,86.4500,87.6000,3558062,3116862.31
688333,铂力特,2026-06-05,100.0200,101.5000,96.0000,98.4000,14263843,14035621.51
688334,西高院,2026-06-05,18.6900,18.9400,18.3900,18.6200,1450571,270096.32
688335,复洁科技,2026-06-05,29.9300,29.9300,28.7200,28.9000,2696509,779291.10
688336,三生国健,2026-06-05,57.7400,58.9900,55.0000,55.1900,6985164,3855112.01
688337,普源精电,2026-06-05,65.3300,70.1800,64.8000,65.9800,7358920,4855415.42
688338,赛科希德,2026-06-05,24.5700,24.8700,23.9200,24.5500,820391,201405.99
688339,亿华通,2026-06-05,21.1900,21.6600,20.5700,21.1400,3655644,772803.14
